ACCIDENT_DATE,SEVERITY,Accident Count
2017-10-08,Serious injury accident,9
2017-10-09,Fatal accident,1
2017-10-09,Other injury accident,22
2017-10-09,Serious injury accident,10
2017-10-10,Fatal accident,1
2017-10-10,Other injury accident,27
2017-10-10,Serious injury accident,11
2017-10-11,Other injury accident,23
2017-10-11,Serious injury accident,6
2017-10-12,Other injury accident,25
2017-10-12,Serious injury accident,17
2017-10-13,Fatal accident,1
2017-10-13,Other injury accident,16
2017-10-13,Serious injury accident,5
2017-10-14,Fatal accident,1
2017-10-14,Other injury accident,17
2017-10-14,Serious injury accident,15
2017-10-15,Other injury accident,24
2017-10-15,Serious injury accident,14
2017-10-16,Fatal accident,1
2017-10-16,Other injury accident,24
2017-10-16,Serious injury accident,13
2017-10-17,Other injury accident,28
2017-10-17,Serious injury accident,11
2017-10-18,Fatal accident,2
2017-10-18,Other injury accident,28
2017-10-18,Serious injury accident,15
2017-10-19,Other injury accident,25
2017-10-19,Serious injury accident,5
2017-10-20,Other injury accident,22
2017-10-20,Serious injury accident,16
2017-10-21,Other injury accident,31
2017-10-21,Serious injury accident,8
2017-10-22,Other injury accident,19
2017-10-22,Serious injury accident,9
2017-10-23,Other injury accident,29
2017-10-23,Serious injury accident,8
2017-10-24,Other injury accident,15
2017-10-24,Serious injury accident,8
2017-10-25,Other injury accident,31
2017-10-25,Serious injury accident,9
2017-10-26,Other injury accident,25
2017-10-26,Serious injury accident,15
2017-10-27,Other injury accident,31
2017-10-27,Serious injury accident,10
2017-10-28,Other injury accident,12
2017-10-28,Serious injury accident,9
2017-10-29,Other injury accident,20
2017-10-29,Serious injury accident,7
2017-10-30,Other injury accident,31
2017-10-30,Serious injury accident,7
2017-10-31,Other injury accident,29
2017-10-31,Serious injury accident,6
2017-11-01,Fatal accident,1
2017-11-01,Other injury accident,26
2017-11-01,Serious injury accident,6
2017-11-02,Fatal accident,1
2017-11-02,Other injury accident,19
2017-11-02,Serious injury accident,8
2017-11-03,Fatal accident,1
2017-11-03,Other injury accident,23
2017-11-03,Serious injury accident,10
2017-11-04,Other injury accident,22
2017-11-04,Serious injury accident,12
2017-11-05,Fatal accident,5
2017-11-05,Other injury accident,14
2017-11-05,Serious injury accident,7
2017-11-06,Fatal accident,2
2017-11-06,Other injury accident,11
2017-11-06,Serious injury accident,12
2017-11-07,Other injury accident,17
2017-11-07,Serious injury accident,9
2017-11-08,Fatal accident,1
2017-11-08,Other injury accident,22
2017-11-08,Serious injury accident,9
2017-11-09,Other injury accident,29
2017-11-09,Serious injury accident,11
2017-11-10,Fatal accident,1
2017-11-10,Other injury accident,22
2017-11-10,Serious injury accident,9
2017-11-11,Fatal accident,2
2017-11-11,Other injury accident,17
2017-11-11,Serious injury accident,12
2017-11-12,Other injury accident,23
2017-11-12,Serious injury accident,9
2017-11-13,Fatal accident,1
2017-11-13,Other injury accident,26
2017-11-13,Serious injury accident,10
2017-11-14,Other injury accident,19
2017-11-14,Serious injury accident,9
2017-11-15,Fatal accident,1
2017-11-15,Other injury accident,34
2017-11-15,Serious injury accident,15
2017-11-16,Other injury accident,39
2017-11-16,Serious injury accident,9
2017-11-17,Fatal accident,1
2017-11-17,Other injury accident,26
2017-11-17,Serious injury accident,6
2017-11-18,Fatal accident,2
2017-11-18,Other injury accident,31
2017-11-18,Serious injury accident,15
2017-11-19,Other injury accident,20
2017-11-19,Serious injury accident,15
2017-11-20,Fatal accident,1
2017-11-20,Other injury accident,26
2017-11-20,Serious injury accident,12
2017-11-21,Other injury accident,24
2017-11-21,Serious injury accident,9
2017-11-22,Other injury accident,27
2017-11-22,Serious injury accident,9
2017-11-23,Fatal accident,2
2017-11-23,Other injury accident,33
2017-11-23,Serious injury accident,16
2017-11-24,Fatal accident,1
2017-11-24,Other injury accident,37
2017-11-24,Serious injury accident,19
2017-11-25,Fatal accident,2
2017-11-25,Other injury accident,24
2017-11-25,Serious injury accident,16
2017-11-26,Fatal accident,1
2017-11-26,Other injury accident,11
2017-11-26,Serious injury accident,4
2017-11-27,Other injury accident,34
2017-11-27,Serious injury accident,8
2017-11-28,Other injury accident,30
2017-11-28,Serious injury accident,10
2017-11-29,Fatal accident,2
2017-11-29,Other injury accident,33
2017-11-29,Serious injury accident,9
2017-11-30,Other injury accident,30
2017-11-30,Serious injury accident,8
2017-12-01,Other injury accident,30
2017-12-01,Serious injury accident,15
2017-12-02,Other injury accident,33
2017-12-02,Serious injury accident,10
2017-12-03,Fatal accident,1
2017-12-03,Other injury accident,10
2017-12-03,Serious injury accident,8
2017-12-04,Fatal accident,1
2017-12-04,Other injury accident,23
2017-12-04,Serious injury accident,8
2017-12-05,Other injury accident,20
2017-12-05,Serious injury accident,10
2017-12-06,Fatal accident,1
2017-12-06,Other injury accident,27
2017-12-06,Serious injury accident,7
2017-12-07,Fatal accident,1
2017-12-07,Other injury accident,29
2017-12-07,Serious injury accident,6
2017-12-08,Fatal accident,1
2017-12-08,Other injury accident,26
2017-12-08,Serious injury accident,11
2017-12-09,Fatal accident,1
2017-12-09,Other injury accident,25
2017-12-09,Serious injury accident,9
2017-12-10,Fatal accident,1
2017-12-10,Other injury accident,21
2017-12-10,Serious injury accident,8
2017-12-11,Other injury accident,34
2017-12-11,Serious injury accident,7
2017-12-12,Fatal accident,1
2017-12-12,Other injury accident,24
2017-12-12,Serious injury accident,6
2017-12-13,Other injury accident,22
2017-12-13,Serious injury accident,6
2017-12-14,Fatal accident,2
2017-12-14,Other injury accident,34
2017-12-14,Serious injury accident,7
2017-12-15,Fatal accident,1
2017-12-15,Other injury accident,30
2017-12-15,Serious injury accident,9
2017-12-16,Other injury accident,23
2017-12-16,Serious injury accident,10
2017-12-17,Fatal accident,1
2017-12-17,Other injury accident,23
2017-12-17,Serious injury accident,13
2017-12-18,Fatal accident,1
2017-12-18,Other injury accident,19
2017-12-18,Serious injury accident,8
2017-12-19,Fatal accident,1
2017-12-19,Other injury accident,29
2017-12-19,Serious injury accident,14
2017-12-20,Fatal accident,1
2017-12-20,Other injury accident,35
2017-12-20,Serious injury accident,8
2017-12-21,Fatal accident,2
2017-12-21,Other injury accident,15
2017-12-21,Serious injury accident,7
2017-12-22,Fatal accident,2
2017-12-22,Other injury accident,23
2017-12-22,Serious injury accident,5
2017-12-23,Fatal accident,1
2017-12-23,Other injury accident,31
2017-12-23,Serious injury accident,4
2017-12-24,Fatal accident,1
2017-12-24,Other injury accident,19
2017-12-24,Serious injury accident,8
2017-12-25,Other injury accident,13
2017-12-25,Serious injury accident,12
2017-12-26,Fatal accident,1
2017-12-26,Other injury accident,19
2017-12-26,Serious injury accident,5
2017-12-27,Fatal accident,1
2017-12-27,Other injury accident,22
2017-12-27,Serious injury accident,4
2017-12-28,Fatal accident,1
2017-12-28,Other injury accident,19
2017-12-28,Serious injury accident,8
2017-12-29,Fatal accident,1
2017-12-29,Other injury accident,29
2017-12-29,Serious injury accident,6
2017-12-30,Fatal accident,1
2017-12-30,Other injury accident,17
2017-12-30,Serious injury accident,3
2017-12-31,Other injury accident,13
2017-12-31,Serious injury accident,7
2018-01-01,Fatal accident,2
2018-01-01,Other injury accident,8
2018-01-01,Serious injury accident,4
2018-01-02,Other injury accident,16
2018-01-02,Serious injury accident,8
2018-01-03,Other injury accident,24
2018-01-03,Serious injury accident,9
2018-01-04,Fatal accident,2
2018-01-04,Other injury accident,16
2018-01-04,Serious injury accident,12
2018-01-05,Fatal accident,1
2018-01-05,Other injury accident,20
2018-01-05,Serious injury accident,9
2018-01-06,Fatal accident,1
2018-01-06,Other injury accident,18
2018-01-06,Serious injury accident,6
2018-01-07,Fatal accident,1
2018-01-07,Other injury accident,13
2018-01-07,Serious injury accident,6
2018-01-08,Other injury accident,15
2018-01-08,Serious injury accident,7
2018-01-09,Fatal accident,1
2018-01-09,Other injury accident,19
2018-01-09,Serious injury accident,11
2018-01-10,Fatal accident,2
2018-01-10,Other injury accident,13
2018-01-10,Serious injury accident,12
2018-01-11,Other injury accident,30
2018-01-11,Serious injury accident,5
2018-01-12,Other injury accident,39
2018-01-12,Serious injury accident,7
2018-01-13,Other injury accident,27
2018-01-13,Serious injury accident,10
2018-01-14,Fatal accident,1
2018-01-14,Other injury accident,19
2018-01-14,Serious injury accident,8
2018-01-15,Other injury accident,19
2018-01-15,Serious injury accident,5
2018-01-16,Fatal accident,1
2018-01-16,Other injury accident,21
2018-01-16,Serious injury accident,7
2018-01-17,Other injury accident,29
2018-01-17,Serious injury accident,6
2018-01-18,Other injury accident,17
2018-01-18,Serious injury accident,12
2018-01-19,Other injury accident,22
2018-01-19,Serious injury accident,13
2018-01-20,Fatal accident,1
2018-01-20,Other injury accident,25
2018-01-20,Serious injury accident,16
2018-01-21,Other injury accident,16
2018-01-21,Serious injury accident,7
2018-01-22,Fatal accident,1
2018-01-22,Other injury accident,27
2018-01-22,Serious injury accident,10
2018-01-23,Other injury accident,16
2018-01-23,Serious injury accident,16
2018-01-24,Other injury accident,24
2018-01-24,Serious injury accident,7
2018-01-25,Other injury accident,22
2018-01-25,Serious injury accident,7
2018-01-26,Other injury accident,13
2018-01-26,Serious injury accident,18
2018-01-27,Fatal accident,1
2018-01-27,Other injury accident,22
2018-01-27,Serious injury accident,6
2018-01-28,Fatal accident,2
2018-01-28,Other injury accident,24
2018-01-28,Serious injury accident,5
2018-01-29,Fatal accident,1
2018-01-29,Other injury accident,21
2018-01-29,Serious injury accident,7
2018-01-30,Fatal accident,1
2018-01-30,Other injury accident,21
2018-01-30,Serious injury accident,9
2018-01-31,Fatal accident,1
2018-01-31,Other injury accident,16
2018-01-31,Serious injury accident,4
2018-02-01,Other injury accident,26
2018-02-01,Serious injury accident,6
2018-02-02,Other injury accident,35
2018-02-02,Serious injury accident,5
2018-02-03,Fatal accident,1
2018-02-03,Other injury accident,17
2018-02-03,Serious injury accident,12
2018-02-04,Other injury accident,32
2018-02-04,Serious injury accident,5
2018-02-05,Fatal accident,2
2018-02-05,Other injury accident,16
2018-02-05,Serious injury accident,10
2018-02-06,Other injury accident,23
2018-02-06,Serious injury accident,7
2018-02-07,Other injury accident,27
2018-02-07,Serious injury accident,7
2018-02-08,Other injury accident,20
2018-02-08,Serious injury accident,14
2018-02-09,Other injury accident,18
2018-02-09,Serious injury accident,8
2018-02-10,Other injury accident,16
2018-02-10,Serious injury accident,11
2018-02-11,Fatal accident,1
2018-02-11,Other injury accident,23
2018-02-11,Serious injury accident,2
2018-02-12,Other injury accident,29
2018-02-12,Serious injury accident,5
2018-02-13,Other injury accident,27
2018-02-13,Serious injury accident,7
2018-02-14,Other injury accident,30
2018-02-14,Serious injury accident,10
2018-02-15,Fatal accident,2
2018-02-15,Other injury accident,25
2018-02-15,Serious injury accident,11
2018-02-16,Fatal accident,1
2018-02-16,Other injury accident,32
2018-02-16,Serious injury accident,8
2018-02-17,Fatal accident,1
2018-02-17,Other injury accident,21
2018-02-17,Serious injury accident,10
2018-02-18,Fatal accident,2
2018-02-18,Other injury accident,16
2018-02-18,Serious injury accident,11
2018-02-19,Other injury accident,28
2018-02-19,Serious injury accident,7
2018-02-20,Other injury accident,27
2018-02-20,Serious injury accident,8
2018-02-21,Fatal accident,1
2018-02-21,Other injury accident,25
2018-02-21,Serious injury accident,10
2018-02-22,Fatal accident,2
2018-02-22,Other injury accident,24
2018-02-22,Serious injury accident,8
2018-02-23,Other injury accident,26
2018-02-23,Serious injury accident,18
2018-02-24,Other injury accident,24
2018-02-24,Serious injury accident,5
2018-02-25,Other injury accident,17
2018-02-25,Serious injury accident,5
2018-02-26,Fatal accident,1
2018-02-26,Other injury accident,34
2018-02-26,Serious injury accident,11
2018-02-27,Other injury accident,38
2018-02-27,Serious injury accident,13
2018-02-28,Other injury accident,27
2018-02-28,Serious injury accident,13
2018-03-01,Fatal accident,1
2018-03-01,Other injury accident,22
2018-03-01,Serious injury accident,8
2018-03-02,Fatal accident,1
2018-03-02,Other injury accident,37
2018-03-02,Serious injury accident,7
2018-03-03,Fatal accident,1
2018-03-03,Other injury accident,27
2018-03-03,Serious injury accident,13
2018-03-04,Other injury accident,18
2018-03-04,Serious injury accident,3
2018-03-05,Other injury accident,27
2018-03-05,Serious injury accident,10
2018-03-06,Fatal accident,1
2018-03-06,Other injury accident,44
2018-03-06,Serious injury accident,7
2018-03-07,Fatal accident,1
2018-03-07,Other injury accident,29
2018-03-07,Serious injury accident,13
2018-03-08,Fatal accident,1
2018-03-08,Other injury accident,38
2018-03-08,Serious injury accident,7
2018-03-09,Fatal accident,3
2018-03-09,Other injury accident,27
2018-03-09,Serious injury accident,5
2018-03-10,Fatal accident,1
2018-03-10,Other injury accident,23
2018-03-10,Serious injury accident,11
2018-03-11,Other injury accident,20
2018-03-11,Serious injury accident,10
2018-03-12,Fatal accident,2
2018-03-12,Other injury accident,10
2018-03-12,Serious injury accident,8
2018-03-13,Other injury accident,24
2018-03-13,Serious injury accident,11
2018-03-14,Fatal accident,1
2018-03-14,Other injury accident,25
2018-03-14,Serious injury accident,8
2018-03-15,Other injury accident,18
2018-03-15,Serious injury accident,14
2018-03-16,Other injury accident,26
2018-03-16,Serious injury accident,8
2018-03-17,Fatal accident,1
2018-03-17,Other injury accident,19
2018-03-17,Serious injury accident,8
2018-03-18,Other injury accident,12
2018-03-18,Serious injury accident,5
2018-03-19,Fatal accident,1
2018-03-19,Other injury accident,29
2018-03-19,Serious injury accident,7
2018-03-20,Other injury accident,23
2018-03-20,Serious injury accident,12
2018-03-21,Fatal accident,1
2018-03-21,Other injury accident,20
2018-03-21,Serious injury accident,10
2018-03-22,Other injury accident,34
2018-03-22,Serious injury accident,5
2018-03-23,Fatal accident,2
2018-03-23,Other injury accident,33
2018-03-23,Serious injury accident,7
2018-03-24,Other injury accident,30
2018-03-24,Serious injury accident,12
2018-03-25,Other injury accident,20
2018-03-25,Serious injury accident,11
2018-03-26,Other injury accident,22
2018-03-26,Serious injury accident,12
2018-03-27,Fatal accident,1
2018-03-27,Other injury accident,28
2018-03-27,Serious injury accident,6
2018-03-28,Fatal accident,1
2018-03-28,Other injury accident,39
2018-03-28,Serious injury accident,8
2018-03-29,Other injury accident,29
2018-03-29,Serious injury accident,11
2018-03-30,Other injury accident,19
2018-03-30,Serious injury accident,18
2018-03-31,Fatal accident,1
2018-03-31,Other injury accident,21
2018-03-31,Serious injury accident,9
2018-04-01,Other injury accident,11
2018-04-01,Serious injury accident,6
2018-04-02,Other injury accident,20
2018-04-02,Serious injury accident,12
2018-04-03,Other injury accident,19
2018-04-03,Serious injury accident,8
2018-04-04,Other injury accident,30
2018-04-04,Serious injury accident,6
2018-04-05,Fatal accident,2
2018-04-05,Other injury accident,31
2018-04-05,Serious injury accident,6
2018-04-06,Other injury accident,30
2018-04-06,Serious injury accident,9
2018-04-07,Other injury accident,17
2018-04-07,Serious injury accident,10
2018-04-08,Other injury accident,18
2018-04-08,Serious injury accident,9
2018-04-09,Other injury accident,25
2018-04-09,Serious injury accident,9
2018-04-10,Other injury accident,29
2018-04-10,Serious injury accident,6
2018-04-11,Other injury accident,30
2018-04-11,Serious injury accident,6
2018-04-12,Other injury accident,21
2018-04-12,Serious injury accident,5
2018-04-13,Other injury accident,27
2018-04-13,Serious injury accident,2
2018-04-14,Other injury accident,22
2018-04-14,Serious injury accident,8
2018-04-15,Other injury accident,22
2018-04-15,Serious injury accident,9
2018-04-16,Other injury accident,13
2018-04-16,Serious injury accident,4
2018-04-17,Other injury accident,14
2018-04-17,Serious injury accident,8
2018-04-18,Fatal accident,1
2018-04-18,Other injury accident,20
2018-04-18,Serious injury accident,16
2018-04-19,Other injury accident,28
2018-04-19,Serious injury accident,10
2018-04-20,Other injury accident,33
2018-04-20,Serious injury accident,10
2018-04-21,Fatal accident,1
2018-04-21,Other injury accident,13
2018-04-21,Serious injury accident,9
2018-04-22,Other injury accident,18
2018-04-22,Serious injury accident,14
2018-04-23,Fatal accident,2
2018-04-23,Other injury accident,25
2018-04-23,Serious injury accident,11
2018-04-24,Other injury accident,34
2018-04-24,Serious injury accident,7
2018-04-25,Fatal accident,1
2018-04-25,Other injury accident,11
2018-04-25,Serious injury accident,5
2018-04-26,Other injury accident,28
2018-04-26,Serious injury accident,6
2018-04-27,Other injury accident,23
2018-04-27,Serious injury accident,16
2018-04-28,Other injury accident,24
2018-04-28,Serious injury accident,10
2018-04-29,Fatal accident,1
2018-04-29,Other injury accident,14
2018-04-29,Serious injury accident,4
2018-04-30,Other injury accident,30
2018-04-30,Serious injury accident,12
2018-05-01,Fatal accident,1
2018-05-01,Other injury accident,23
2018-05-01,Serious injury accident,7
2018-05-02,Fatal accident,1
2018-05-02,Other injury accident,21
2018-05-02,Serious injury accident,3
2018-05-03,Other injury accident,37
2018-05-03,Serious injury accident,5
2018-05-04,Other injury accident,27
2018-05-04,Serious injury accident,10
2018-05-05,Fatal accident,4
2018-05-05,Other injury accident,27
2018-05-05,Serious injury accident,7
2018-05-06,Fatal accident,2
2018-05-06,Other injury accident,16
2018-05-06,Serious injury accident,6
2018-05-07,Other injury accident,24
2018-05-07,Serious injury accident,9
2018-05-08,Other injury accident,28
2018-05-08,Serious injury accident,15
2018-05-09,Fatal accident,2
2018-05-09,Other injury accident,26
2018-05-09,Serious injury accident,11
2018-05-10,Fatal accident,2
2018-05-10,Other injury accident,26
2018-05-10,Serious injury accident,6
2018-05-11,Other injury accident,28
2018-05-11,Serious injury accident,4
2018-05-12,Other injury accident,14
2018-05-12,Serious injury accident,9
2018-05-13,Other injury accident,13
2018-05-13,Serious injury accident,5
2018-05-14,Other injury accident,29
2018-05-14,Serious injury accident,7
2018-05-15,Fatal accident,1
2018-05-15,Other injury accident,22
2018-05-15,Serious injury accident,7
2018-05-16,Fatal accident,2
2018-05-16,Other injury accident,28
2018-05-16,Serious injury accident,6
2018-05-17,Other injury accident,36
2018-05-17,Serious injury accident,8
2018-05-18,Other injury accident,25
2018-05-18,Serious injury accident,8
2018-05-19,Other injury accident,18
2018-05-19,Serious injury accident,7
2018-05-20,Other injury accident,11
2018-05-20,Serious injury accident,6
2018-05-21,Fatal accident,2
2018-05-21,Other injury accident,28
2018-05-21,Serious injury accident,9
2018-05-22,Other injury accident,28
2018-05-22,Serious injury accident,6
2018-05-23,Other injury accident,24
2018-05-23,Serious injury accident,7
2018-05-24,Fatal accident,1
2018-05-24,Other injury accident,25
2018-05-24,Serious injury accident,9
2018-05-25,Fatal accident,1
2018-05-25,Other injury accident,25
2018-05-25,Serious injury accident,7
2018-05-26,Fatal accident,1
2018-05-26,Other injury accident,15
2018-05-26,Serious injury accident,13
2018-05-27,Other injury accident,12
2018-05-27,Serious injury accident,13
2018-05-28,Other injury accident,14
2018-05-28,Serious injury accident,7
2018-05-29,Other injury accident,22
2018-05-29,Serious injury accident,6
2018-05-30,Other injury accident,25
2018-05-30,Serious injury accident,10
2018-05-31,Other injury accident,26
2018-05-31,Serious injury accident,10
2018-06-01,Other injury accident,24
2018-06-01,Serious injury accident,11
2018-06-02,Other injury accident,17
2018-06-02,Serious injury accident,5
2018-06-03,Other injury accident,16
2018-06-03,Serious injury accident,8
2018-06-04,Other injury accident,25
2018-06-04,Serious injury accident,8
2018-06-05,Other injury accident,30
2018-06-05,Serious injury accident,7
2018-06-06,Fatal accident,1
2018-06-06,Other injury accident,26
2018-06-06,Serious injury accident,8
2018-06-07,Other injury accident,21
2018-06-07,Serious injury accident,3
2018-06-08,Fatal accident,2
2018-06-08,Other injury accident,26
2018-06-08,Serious injury accident,10
2018-06-09,Other injury accident,17
2018-06-09,Serious injury accident,9
2018-06-10,Fatal accident,1
2018-06-10,Other injury accident,14
2018-06-10,Serious injury accident,11
2018-06-11,Fatal accident,3
2018-06-11,Other injury accident,17
2018-06-11,Serious injury accident,6
2018-06-12,Other injury accident,27
2018-06-12,Serious injury accident,8
2018-06-13,Fatal accident,1
2018-06-13,Other injury accident,30
2018-06-13,Serious injury accident,5
2018-06-14,Fatal accident,1
2018-06-14,Other injury accident,14
2018-06-14,Serious injury accident,9
2018-06-15,Other injury accident,15
2018-06-15,Serious injury accident,8
2018-06-16,Fatal accident,1
2018-06-16,Other injury accident,20
2018-06-16,Serious injury accident,8
2018-06-17,Other injury accident,18
2018-06-17,Serious injury accident,4
2018-06-18,Other injury accident,18
2018-06-18,Serious injury accident,7
2018-06-19,Other injury accident,30
2018-06-19,Serious injury accident,9
2018-06-20,Other injury accident,18
2018-06-20,Serious injury accident,6
2018-06-21,Other injury accident,31
2018-06-21,Serious injury accident,12
2018-06-22,Other injury accident,23
2018-06-22,Serious injury accident,7
2018-06-23,Other injury accident,15
2018-06-23,Serious injury accident,4
2018-06-24,Other injury accident,19
2018-06-24,Serious injury accident,7
2018-06-25,Other injury accident,37
2018-06-25,Serious injury accident,4
2018-06-26,Other injury accident,21
2018-06-26,Serious injury accident,11
2018-06-27,Fatal accident,2
2018-06-27,Other injury accident,17
2018-06-27,Serious injury accident,9
2018-06-28,Other injury accident,24
2018-06-28,Serious injury accident,5
2018-06-29,Other injury accident,19
2018-06-29,Serious injury accident,8
2018-06-30,Other injury accident,27
2018-06-30,Serious injury accident,4
2018-07-01,Other injury accident,23
2018-07-01,Serious injury accident,11
2018-07-02,Other injury accident,22
2018-07-02,Serious injury accident,7
2018-07-03,Other injury accident,16
2018-07-03,Serious injury accident,4
2018-07-04,Other injury accident,24
2018-07-04,Serious injury accident,5
2018-07-05,Fatal accident,1
2018-07-05,Other injury accident,19
2018-07-05,Serious injury accident,8
2018-07-06,Other injury accident,25
2018-07-06,Serious injury accident,10
2018-07-07,Other injury accident,31
2018-07-07,Serious injury accident,7
2018-07-08,Fatal accident,2
2018-07-08,Other injury accident,15
2018-07-08,Serious injury accident,8
2018-07-09,Other injury accident,18
2018-07-09,Serious injury accident,8
2018-07-10,Other injury accident,22
2018-07-10,Serious injury accident,11
2018-07-11,Other injury accident,15
2018-07-11,Serious injury accident,9
2018-07-12,Other injury accident,27
2018-07-12,Serious injury accident,9
2018-07-13,Fatal accident,1
2018-07-13,Other injury accident,20
2018-07-13,Serious injury accident,12
2018-07-14,Other injury accident,22
2018-07-14,Serious injury accident,9
2018-07-15,Fatal accident,1
2018-07-15,Other injury accident,14
2018-07-15,Serious injury accident,10
2018-07-16,Fatal accident,1
2018-07-16,Other injury accident,19
2018-07-16,Serious injury accident,10
2018-07-17,Fatal accident,1
2018-07-17,Other injury accident,36
2018-07-17,Serious injury accident,8
2018-07-18,Fatal accident,1
2018-07-18,Other injury accident,20
2018-07-18,Serious injury accident,7
2018-07-19,Other injury accident,25
2018-07-19,Serious injury accident,12
2018-07-20,Fatal accident,2
2018-07-20,Other injury accident,30
2018-07-20,Serious injury accident,7
2018-07-21,Other injury accident,13
2018-07-21,Serious injury accident,7
2018-07-22,Other injury accident,18
2018-07-22,Serious injury accident,6
2018-07-23,Other injury accident,12
2018-07-23,Serious injury accident,8
2018-07-24,Fatal accident,1
2018-07-24,Other injury accident,24
2018-07-24,Serious injury accident,8
2018-07-25,Fatal accident,1
2018-07-25,Other injury accident,29
2018-07-25,Serious injury accident,7
2018-07-26,Fatal accident,1
2018-07-26,Other injury accident,21
2018-07-26,Serious injury accident,9
2018-07-27,Other injury accident,25
2018-07-27,Serious injury accident,10
2018-07-28,Other injury accident,19
2018-07-28,Serious injury accident,10
2018-07-29,Other injury accident,15
2018-07-29,Serious injury accident,8
2018-07-30,Fatal accident,1
2018-07-30,Other injury accident,25
2018-07-30,Serious injury accident,6
2018-07-31,Other injury accident,23
2018-07-31,Serious injury accident,12
2018-08-01,Fatal accident,1
2018-08-01,Other injury accident,28
2018-08-01,Serious injury accident,5
2018-08-02,Other injury accident,21
2018-08-02,Serious injury accident,13
2018-08-03,Other injury accident,17
2018-08-03,Serious injury accident,5
2018-08-04,Fatal accident,3
2018-08-04,Other injury accident,14
2018-08-04,Serious injury accident,5
2018-08-05,Other injury accident,13
2018-08-05,Serious injury accident,5
2018-08-06,Other injury accident,18
2018-08-06,Serious injury accident,5
2018-08-07,Fatal accident,1
2018-08-07,Other injury accident,24
2018-08-07,Serious injury accident,6
2018-08-08,Other injury accident,29
2018-08-08,Serious injury accident,8
2018-08-09,Other injury accident,33
2018-08-09,Serious injury accident,9
2018-08-10,Other injury accident,28
2018-08-10,Serious injury accident,6
2018-08-11,Fatal accident,1
2018-08-11,Other injury accident,24
2018-08-11,Serious injury accident,11
2018-08-12,Fatal accident,1
2018-08-12,Other injury accident,16
2018-08-12,Serious injury accident,9
2018-08-13,Other injury accident,21
2018-08-13,Serious injury accident,5
2018-08-14,Other injury accident,26
2018-08-14,Serious injury accident,12
2018-08-15,Fatal accident,1
2018-08-15,Other injury accident,22
2018-08-15,Serious injury accident,5
2018-08-16,Other injury accident,33
2018-08-16,Serious injury accident,8
2018-08-17,Other injury accident,23
2018-08-17,Serious injury accident,7
2018-08-18,Fatal accident,1
2018-08-18,Other injury accident,14
2018-08-18,Serious injury accident,9
2018-08-19,Other injury accident,17
2018-08-19,Serious injury accident,4
2018-08-20,Other injury accident,15
2018-08-20,Serious injury accident,7
2018-08-21,Fatal accident,3
2018-08-21,Other injury accident,26
2018-08-21,Serious injury accident,3
2018-08-22,Fatal accident,1
2018-08-22,Other injury accident,18
2018-08-22,Serious injury accident,4
2018-08-23,Other injury accident,20
2018-08-23,Serious injury accident,7
2018-08-24,Fatal accident,1
2018-08-24,Other injury accident,33
2018-08-24,Serious injury accident,11
2018-08-25,Fatal accident,1
2018-08-25,Other injury accident,20
2018-08-25,Serious injury accident,10
2018-08-26,Other injury accident,15
2018-08-26,Serious injury accident,5
2018-08-27,Fatal accident,1
2018-08-27,Other injury accident,20
2018-08-27,Serious injury accident,10
2018-08-28,Fatal accident,1
2018-08-28,Other injury accident,24
2018-08-28,Serious injury accident,7
2018-08-29,Other injury accident,30
2018-08-29,Serious injury accident,7
2018-08-30,Other injury accident,22
2018-08-30,Serious injury accident,11
2018-08-31,Other injury accident,28
2018-08-31,Serious injury accident,5
2018-09-01,Other injury accident,27
2018-09-01,Serious injury accident,6
2018-09-02,Other injury accident,20
2018-09-02,Serious injury accident,10
2018-09-03,Fatal accident,1
2018-09-03,Other injury accident,25
2018-09-03,Serious injury accident,3
2018-09-04,Fatal accident,2
2018-09-04,Other injury accident,18
2018-09-04,Serious injury accident,8
2018-09-05,Other injury accident,27
2018-09-05,Serious injury accident,6
2018-09-06,Fatal accident,1
2018-09-06,Other injury accident,26
2018-09-06,Serious injury accident,9
2018-09-07,Other injury accident,16
2018-09-07,Serious injury accident,7
2018-09-08,Other injury accident,15
2018-09-08,Serious injury accident,10
2018-09-09,Other injury accident,14
2018-09-09,Serious injury accident,4
2018-09-10,Fatal accident,1
2018-09-10,Other injury accident,15
2018-09-10,Serious injury accident,11
2018-09-11,Fatal accident,1
2018-09-11,Other injury accident,22
2018-09-11,Serious injury accident,6
2018-09-12,Other injury accident,17
2018-09-12,Serious injury accident,6
2018-09-13,Fatal accident,1
2018-09-13,Other injury accident,25
2018-09-13,Serious injury accident,7
2018-09-14,Fatal accident,4
2018-09-14,Other injury accident,19
2018-09-14,Serious injury accident,7
2018-09-15,Other injury accident,22
2018-09-15,Serious injury accident,8
2018-09-16,Other injury accident,20
2018-09-16,Serious injury accident,11
2018-09-17,Other injury accident,19
2018-09-17,Serious injury accident,11
2018-09-18,Fatal accident,3
2018-09-18,Other injury accident,15
2018-09-18,Serious injury accident,9
2018-09-19,Other injury accident,23
2018-09-19,Serious injury accident,8
2018-09-20,Other injury accident,25
2018-09-20,Serious injury accident,7
2018-09-21,Other injury accident,21
2018-09-21,Serious injury accident,9
2018-09-22,Other injury accident,18
2018-09-22,Serious injury accident,7
2018-09-23,Other injury accident,9
2018-09-23,Serious injury accident,2
2018-09-24,Fatal accident,2
